RID,f_ipv4,service_type,program,length_bp,dbid,dbsize_bp,started_at,run_time
T8EEGUV2014,-1889322297,1,2,1453,3820422,85971353635,2019-10-02T02:10:03.110,177
T8EEHUAP014,-402929766,1,0,18,6154732,251782689291,2019-10-02T01:47:01.227,6
T8EEJ8VH014,1658293006,1,2,758,3820422,85971353635,2019-10-02T02:03:29.030,449
T8EEJK12014,-316378914,11,0,1149,6154732,251782689291,2019-10-02T01:47:01.243,3
T8EEKKE1014,-1257733849,11,0,446,6154732,251782689291,2019-10-02T01:46:59.587,3
T8EEKAAZ014,1306531531,11,1,189,3820422,85971353635,2019-10-02T01:47:00.117,29
T8EEMSKY014,1110687113,11,1,106,3820422,85971353635,2019-10-02T01:47:00.663,26
T8EEMART014,-511181889,11,1,188,3820422,85971353635,2019-10-02T02:17:56.257,289
T8EEMHPA014,-1777831675,8,0,295,0,123456,2019-10-02T01:47:01.260,2
T8EEMDJC014,-2011077243,11,0,31738,6154732,251782689291,2019-10-02T01:47:01.260,11
T8EENYZV014,220590538,1,0,300,6154732,251782689291,2019-10-02T01:47:01.803,13
T8EEPFVK014,-1878366953,1,0,12145,6154732,251782689291,2019-10-02T02:05:10.537,627
T8EETET3014,811174670,1,0,2971,6154732,251782689291,2019-10-02T01:47:09.493,4
T8EEURY8014,-1968200589,11,0,922,6154732,251782689291,2019-10-02T01:47:09.493,3
T8EEU6A5014,-847096456,8,0,513,0,123456,2019-10-02T01:47:07.087,1
T8EEV2X8014,697561547,11,0,412,6154732,251782689291,2019-10-02T01:47:10.133,3
T8EEV8UB014,-1959014701,11,0,466,6154732,251782689291,2019-10-02T01:47:08.260,5
T8EEWR3E014,-1901914678,1,0,24,6154732,251782689291,2019-10-02T01:47:08.820,12
T8EEWT96014,700070806,8,0,674,0,123456,2019-10-02T01:47:09.540,2
T8EEX5Y7014,41096897,8,0,676,0,123456,2019-10-02T01:47:09.557,2
T8EF24HP004,890834562,8,0,1308,6154732,251782689291,2019-10-02T03:35:58.100,145
T8EF24R6004,-1374155134,11,1,181,3820422,85971353635,2019-10-02T01:47:15.570,163
T8EF3WN9004,890834562,1,2,1308,3820422,85971353635,2019-10-02T03:36:26.650,135
T8EF39EK014,346284703,11,0,624,6154732,251782689291,2019-10-02T01:47:16.150,3
T8EF3U04004,890834562,8,0,1308,93623,561692980667,2019-10-02T03:36:32.700,200
T8EF5V25014,-2112843829,8,0,426,1335343,180315393294,2019-10-02T01:47:17.727,3
T8EF6ZMA014,314149646,8,0,116,0,123456,2019-10-02T01:47:18.993,5
T8EF6X7W014,-1785018774,1,1,898,3820442,28272785,2019-10-02T01:47:18.993,3
T8EF734A004,890834562,8,0,1297,6154732,251782689291,2019-10-02T03:36:34.980,242
T8EF7S4X014,-1295796923,11,1,274,3820422,85971353635,2019-10-02T01:47:19.540,31
T8EF742D014,104533890,1,0,10097,62073,251782689291,2019-10-02T03:35:35.040,779
T8EF7X8V014,41096897,8,0,680,0,123456,2019-10-02T01:47:19.557,4
T8EF7429004,890834562,1,2,1297,3820422,85971353635,2019-10-02T03:36:38.950,127
T8EF7PZH004,890834562,8,0,1297,93623,561692980667,2019-10-02T03:36:53.673,179
T8EF7178014,-771491937,8,0,11911,62073,251782689291,2019-10-02T01:59:30.607,1584
T8EF8GF0014,314149646,8,0,5891,0,123456,2019-10-02T01:47:21.133,2
T8EF992B014,943679350,11,0,470,6154732,251782689291,2019-10-02T01:47:21.680,3
T8EFA09P014,104533890,1,0,10012,62073,251782689291,2019-10-02T03:38:04.853,970
T8EFB9T0014,1271464837,11,1,5205,3820422,85971353635,2019-10-02T01:47:28.523,145
T8EFD9YA014,1131505238,11,0,79,6154732,251782689291,2019-10-02T01:47:28.510,3
T8EFET56014,1090787722,8,0,433031,1335343,180315393294,2019-10-02T01:47:45.747,44
T8EFH2BT014,1383339141,11,0,571,6154732,251782689291,2019-10-02T01:47:29.603,5
T8EFHWDP014,41096897,8,0,677,0,123456,2019-10-02T01:47:30.150,1
T8EFJ85C014,-1529466989,1,1,317,4032492,85971353635,2019-10-02T01:47:32.980,27
T8EFJPEF014,1071970160,11,1,373,3820422,85971353635,2019-10-02T01:47:30.700,69
T8EFK9KG014,-625164928,11,1,490,3820422,85971353635,2019-10-02T01:47:35.103,19
T8EFK452014,628959351,8,0,516,0,123456,2019-10-02T01:47:32.400,1
T8EFK7DB014,-1631231080,11,0,518,6154732,251782689291,2019-10-02T01:47:32.417,7
T8EFNJ28014,-162991926,11,1,302,3820422,85971353635,2019-10-02T01:47:45.747,71
T8EFNG44014,888006177,8,0,1252,0,123456,2019-10-02T01:47:34.043,1
T8EFPRAM014,518246819,11,0,110,6154732,251782689291,2019-10-02T01:47:36.683,9
T8EFP81T014,-1140333297,1,0,1370,6154732,251782689291,2019-10-02T01:47:35.120,105
T8EFR4UE014,558739616,8,0,283,6409862,251782689291,2019-10-02T01:47:37.730,16
T8EFRBVE014,697561547,11,0,408,6154732,251782689291,2019-10-02T01:47:38.810,4
T8EFSJV6014,-179261287,8,0,282,779763,270748224244,2019-10-02T01:47:39.900,14
T8EFT792014,-919497955,11,1,427,3820422,85971353635,2019-10-02T01:47:45.760,82
T8EFTK9P014,1393190530,8,0,1411,779763,270748224244,2019-10-02T01:47:40.963,13
T8EFVTXG014,519956371,8,0,510,0,123456,2019-10-02T01:47:39.370,1
T8EFV7XE014,-859767717,8,0,727,0,123456,2019-10-02T01:47:43.073,4
T8EFWARM014,1191100107,11,0,675,6154732,251782689291,2019-10-02T01:47:40.433,2
T8EG0ZY7004,-317190526,8,0,478,6154732,251782689291,2019-10-02T01:47:54.107,314
T8EG17NJ004,-317190526,1,2,478,3820422,85971353635,2019-10-02T01:47:45.777,175
T8EG1H2E014,1053257684,1,0,19,6154732,251782689291,2019-10-02T01:47:46.340,8
T8EG1D0F004,-317190526,8,0,478,93623,561692980667,2019-10-02T01:47:54.123,102
T8EG20WB014,558739616,1,0,283,6409862,251782689291,2019-10-02T01:47:54.090,61
T8EG2XHY014,8913767,11,0,9359,6154732,251782689291,2019-10-02T01:47:46.900,6
T8EG2BY5014,-402929766,1,0,19,6154732,251782689291,2019-10-02T01:47:49.137,4
T8EG37UU014,-2074335720,11,1,1871,3820422,85971353635,2019-10-02T01:47:47.463,67
T8EG41T6014,1666424966,11,0,1005,6154732,251782689291,2019-10-02T01:47:51.357,5
T8EG4GZH014,2125819839,11,0,185,6154732,251782689291,2019-10-02T01:47:49.167,2
T8EG65F8014,526649716,1,2,603,3820422,85971353635,2019-10-02T01:47:51.387,31
T8EG75HX014,2131462482,8,0,4356,779763,270748224244,2019-10-02T01:47:54.683,9
T8EG7TB1014,-892838565,11,0,640,6154732,251782689291,2019-10-02T01:47:52.433,4
T8EG9N2Z014,-129794255,11,0,90,6154732,251782689291,2019-10-02T01:47:56.340,2
T8EG9D99014,-489647272,1,0,2212,6154732,251782689291,2019-10-02T01:47:54.077,13
T8EGA9CG014,54270175,8,0,6000,0,123456,2019-10-02T01:47:54.700,2
T8EGA5H8014,2119585234,8,0,1012,1536283,23135365657,2019-10-02T01:47:55.280,9
T8EGF3TR014,46953517,1,2,1557,3820422,85971353635,2019-10-02T02:00:03.297,547
T8EGGXYS004,1696075394,11,1,145,3820422,85971353635,2019-10-02T01:48:00.997,98
T8EGHSTH014,-1974368546,8,0,547,0,123456,2019-10-02T01:48:01.543,2
T8EGK57G004,907611778,8,0,1268,6154732,251782689291,2019-10-02T01:48:06.450,41
T8EGKPK5004,907611778,1,2,1268,3820422,85971353635,2019-10-02T01:48:23.047,116
T8EGN5S5014,1789879107,1,0,161,6154732,251782689291,2019-10-02T01:48:05.357,11
T8EGNKS1014,697561547,11,0,406,6154732,251782689291,2019-10-02T01:48:08.577,5
T8EGN5P3014,1196512933,11,0,376,6154732,251782689291,2019-10-02T01:48:08.577,15
T8EGPKEZ014,1163900268,1,0,21,766813,359975183970,2019-10-02T01:48:06.467,48
T8EGNDAY014,-251432256,8,0,96133,0,123456,2019-10-02T01:48:06.467,9
T8EGPGPX014,1188880330,8,0,147,779763,270748224244,2019-10-02T01:48:09.733,12
T8EGRR5A014,197430030,11,1,562,3820422,85971353635,2019-10-02T01:48:08.030,33
T8EGRP5G004,1696075394,8,0,2336,6154732,251782689291,2019-10-02T01:48:24.157,47
T8EGSUB6004,907611778,11,1,422,3820422,85971353635,2019-10-02T01:48:24.203,118
T8EGSR5U004,1696075394,1,2,2336,3820422,85971353635,2019-10-02T01:48:24.187,155
T8EGSRDU014,41096897,8,0,718,0,123456,2019-10-02T01:48:09.153,1
T8EGS79P004,1696075394,8,0,2336,93623,561692980667,2019-10-02T01:48:24.217,48
T8EGSSSJ014,-1959910523,1,0,1154,6154732,251782689291,2019-10-02T01:48:09.140,14
T8EGUH7E004,907611778,1,2,1296,3820422,85971353635,2019-10-02T01:48:34.347,140
T8EGUXMW014,2130789544,8,0,10811,62073,251782689291,2019-10-02T01:50:07.940,190
T8EGUZ9C014,-1549517509,5,0,999,681093,1269791,2019-10-02T02:02:20.570,599
T8EGUAB8004,907611778,8,0,1296,93623,561692980667,2019-10-02T01:48:44.613,52
T8EGV46E014,-1735969592,8,0,96,0,123456,2019-10-02T01:48:11.373,1
T8EGW3PR014,301184459,8,0,1522,779763,270748224244,2019-10-02T01:48:14.593,13
T8EGW10P004,1696075394,11,1,715,3820422,85971353635,2019-10-02T01:48:53.710,140
T8EGWU4V014,999961721,8,0,1658,0,123456,2019-10-02T01:48:13.467,2
T8EGX81T014,-482849151,11,1,1307,3820422,85971353635,2019-10-02T01:48:34.347,140
T8EGXNR8014,-489647272,1,0,5662,6154732,251782689291,2019-10-02T01:48:14.030,25
T8EGXK6Y014,314149646,8,0,5891,0,123456,2019-10-02T01:48:14.030,1
T8EGXE0J014,-1633328010,8,0,908,779763,270748224244,2019-10-02T01:48:14.610,15
T8EGYUKK014,1131505238,1,0,79,6154732,251782689291,2019-10-02T01:48:17.797,8
T8EGZSD3014,-1260022406,8,0,17675,62073,251782689291,2019-10-02T01:48:16.217,11
T8EH1YJR014,-972768635,8,0,624,0,123456,2019-10-02T01:48:17.810,9
T8EH1EWZ014,-919026298,1,2,3307,3820422,85971353635,2019-10-02T02:26:14.727,365
T8EH2366014,820570403,11,1,27,3820422,85971353635,2019-10-02T02:07:05.210,546
T8EH5FSW014,1792767356,8,0,1359,6154732,251782689291,2019-10-02T01:48:34.360,86
T8EH8XCE014,-85168226,1,0,6546,6154732,251782689291,2019-10-02T01:48:25.283,25
T8EH995W004,907611778,11,1,441,3820422,85971353635,2019-10-02T01:48:53.740,154
T8EH9XK7014,2116325832,1,2,448,3820422,85971353635,2019-10-02T02:09:10.580,1017
T8EHAC5F004,907611778,8,0,1326,6154732,251782689291,2019-10-02T01:48:53.757,136
T8EHBXAJ004,907611778,1,2,1326,3820422,85971353635,2019-10-02T01:49:00.230,168
T8EHCY9G014,1001776795,11,0,1242,6154732,251782689291,2019-10-02T01:48:28.407,3
T8EHCFKK014,-402929766,1,0,18,6154732,251782689291,2019-10-02T01:48:31.110,6
T8EHEZHN014,744855703,8,0,3999,0,123456,2019-10-02T01:48:30.517,8
T8EHEFNR014,-489647272,1,0,2539,6154732,251782689291,2019-10-02T01:48:44.597,65
T8EHFHA9004,907611778,11,1,441,3820422,85971353635,2019-10-02T01:49:00.260,162
T8EHFZKD014,104533890,1,0,8241,62073,251782689291,2019-10-02T03:44:23.200,736
T8EHFYSJ014,1170766220,1,2,608,3820422,85971353635,2019-10-02T01:48:32.157,32
T8EHH6AM004,907611778,8,0,1296,6154732,251782689291,2019-10-02T01:49:10.027,185
T8EHHNNS004,907611778,1,2,1296,3820422,85971353635,2019-10-02T01:49:10.060,178
T8EHHZAF014,-353984398,1,0,467,62063,251782689291,2019-10-02T01:48:34.313,47
T8EHJJ2S004,907611778,8,0,1296,93623,561692980667,2019-10-02T01:49:51.577,123
T8EHJ98Y014,-1974368546,8,0,547,0,123456,2019-10-02T01:48:34.907,4
T8EHKHNH014,1147112206,11,1,86,3820422,85971353635,2019-10-02T01:48:35.987,27
T8EHMCNP014,1314996151,11,1,442,3820422,85971353635,2019-10-02T01:48:36.517,32
T8EHM3C9014,1415135159,8,0,1515,0,123456,2019-10-02T01:48:37.050,1
T8EHNYVU014,-1207942341,11,0,429,6154732,251782689291,2019-10-02T01:48:38.160,31
T8EHN63W014,41096897,11,0,718,6154732,251782689291,2019-10-02T01:48:38.173,9
T8EHNCGZ004,-1374155134,8,0,462,6154732,251782689291,2019-10-02T01:48:44.583,54
T8EHPRM8014,-96916302,11,0,611,6154732,251782689291,2019-10-02T01:48:38.190,20
T8EHP41Y004,-1374155134,1,2,462,3820422,85971353635,2019-10-02T01:48:44.583,117
T8EHPWAK004,-1374155134,8,0,462,93623,561692980667,2019-10-02T01:48:53.723,54
T8EHPGRN014,697561547,11,0,410,6154732,251782689291,2019-10-02T01:48:41.377,10
T8EHRYC7014,-895113323,11,0,1290,6154732,251782689291,2019-10-02T01:48:54.803,10
T8EHSFDZ014,-1735969592,11,0,96,6154732,251782689291,2019-10-02T01:48:40.283,17
T8EHT54A014,1449082975,11,0,43221,6154732,251782689291,2019-10-02T01:48:41.910,9
T8EHUA8F014,314149646,8,0,15613,779763,270748224244,2019-10-02T01:48:47.787,10
T8EHVJ54014,518246819,11,0,110,6154732,251782689291,2019-10-02T01:48:45.660,10
T8EHW6K7014,-1549517509,5,0,1000,681093,1269791,2019-10-02T02:07:05.240,571
T8EHX465014,-1930523042,11,0,213,62063,251782689291,2019-10-02T02:26:09.413,13
T8EHY99T004,907611778,11,1,441,3820422,85971353635,2019-10-02T01:49:51.590,144
T8EHZGS1014,519956371,8,0,526,0,123456,2019-10-02T01:48:48.333,2
T8EJ0VW7004,-1374155134,1,2,3194,3820422,85971353635,2019-10-02T01:48:53.740,177
T8EJ0N3B004,907611778,8,0,1291,6154732,251782689291,2019-10-02T01:49:51.607,202
T8EJ04D7004,-1374155134,8,0,3194,93623,561692980667,2019-10-02T01:49:00.230,92
T8EJ12NA014,-1878366953,11,1,3898,3820422,85971353635,2019-10-02T02:07:44.420,811
T8EJ19PC004,907611778,8,0,1291,93623,561692980667,2019-10-02T01:49:51.623,165
T8EJ2PH6014,1053257684,1,0,107,6154732,251782689291,2019-10-02T01:48:50.460,6
T8EJ2UG2014,2130789544,8,0,10649,62073,251782689291,2019-10-02T01:50:17.317,220
T8EJ4BKV004,-1374155134,11,1,534,3820422,85971353635,2019-10-02T01:49:00.247,163
T8EJ5YFP004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:50:07.957,135
T8EJ79P1004,907611778,8,0,1246,6154732,251782689291,2019-10-02T01:50:17.317,212
T8EJ87BW014,1090787722,8,0,421602,1335343,180315393294,2019-10-02T01:48:59.620,59
T8EJ9H2A004,-1374155134,8,0,571,6154732,251782689291,2019-10-02T01:49:10.013,168
T8EJ908A004,-1374155134,1,2,571,3820422,85971353635,2019-10-02T01:49:10.043,168
T8EJ9DU1004,-1374155134,8,0,571,93623,561692980667,2019-10-02T01:49:23.323,127
T8EJBF0T014,-1686538923,8,0,659,1335343,180315393294,2019-10-02T01:48:59.573,3
T8EJBYMH014,314149646,8,0,3800,0,123456,2019-10-02T01:48:59.590,2
T8EJBM8F014,2119585234,8,0,1051,1536283,23135365657,2019-10-02T01:48:59.603,9
T8EJBFYD014,1789879107,1,0,161,6154732,251782689291,2019-10-02T01:49:23.340,114
T8EJB6EH014,-393561051,11,0,431,62063,251782689291,2019-10-02T04:06:52.410,17
T8EJBMTC014,1163900268,1,0,21,766813,359975183970,2019-10-02T01:49:00.213,10
T8EJBZ6V004,907611778,11,1,415,3820422,85971353635,2019-10-02T01:50:17.330,121
T8EJCYF8014,-1974368546,8,0,547,0,123456,2019-10-02T01:49:00.823,2
T8EJC52G014,1001079495,1,2,724,3820422,85971353635,2019-10-02T02:02:52.120,743
T8EJDN5C004,-1374155134,11,1,188,3820422,85971353635,2019-10-02T01:49:51.590,135
T8EJEGTP014,576734319,1,1,136,122842,80909256287,2019-10-02T02:42:01.187,249
T8EJETT2014,-1930523042,11,0,213,62063,251782689291,2019-10-02T02:31:30.750,12
T8EJF1K3014,1208721595,1,0,40,6154732,251782689291,2019-10-02T01:49:06.183,4
T8EJFUSK014,-877301629,1,0,1215,0,123456,2019-10-02T01:49:03.980,8
T8EJFS8J004,907611778,8,0,1287,93623,561692980667,2019-10-02T01:50:17.347,154
T8EJFGWC014,-1,8,0,3157,779763,270748224244,2019-10-02T01:49:07.230,12
T8EJGT4N014,1001079495,1,2,744,3820422,85971353635,2019-10-02T02:07:44.453,580
T8EJG3FH014,-1907632490,1,2,763,3820422,85971353635,2019-10-02T02:23:50.203,283
T8EJG3KR014,553159438,1,2,879,3820422,85971353635,2019-10-02T02:06:16.887,320
T8EJGNGW014,697561547,11,0,406,6154732,251782689291,2019-10-02T01:49:08.293,3
T8EJHFJE014,1273302405,11,1,75,3820422,85971353635,2019-10-02T01:49:05.590,23
T8EJHHGK014,1090787722,8,0,433031,1335343,180315393294,2019-10-02T01:49:09.997,118
T8EJKPAE014,1230822745,8,0,232,0,123456,2019-10-02T01:49:07.247,1
T8EJKC71004,907611778,11,1,428,3820422,85971353635,2019-10-02T01:50:22.710,121
T8EJMAF4014,478800745,11,0,450,6154732,251782689291,2019-10-02T01:49:08.823,3
T8EJMHVM014,-2112843829,8,0,459,1335343,180315393294,2019-10-02T01:49:09.370,2
T8EJM2Z4014,-917303931,8,0,108,0,123456,2019-10-02T01:49:09.387,2
T8EJNHF3004,907611778,1,2,1290,3820422,85971353635,2019-10-02T01:50:22.710,129
T8EJPJ7C004,907611778,8,0,1290,93623,561692980667,2019-10-02T01:50:22.723,174
T8EJPCB0014,314149646,8,0,5891,0,123456,2019-10-02T01:49:10.620,2
T8EJSXGD014,1643387706,11,1,389,3820422,85971353635,2019-10-02T01:49:23.310,78
T8EJSGSW014,-1994249840,11,0,1149,6154732,251782689291,2019-10-02T01:49:12.810,53
T8EJSKP1014,1950475931,11,1,328,3820422,85971353635,2019-10-02T01:49:23.310,81
T8EJSRC6014,1001776795,11,0,1242,6154732,251782689291,2019-10-02T01:49:12.823,3
T8EJTU8C014,519956371,8,0,526,0,123456,2019-10-02T01:49:13.420,5
T8EJUPA0014,-1180487812,11,0,1124,6154732,251782689291,2019-10-02T01:49:15.120,45
T8EJVYV3014,-402929766,1,0,17,6154732,251782689291,2019-10-02T01:49:18.480,6
T8EJVART004,907611778,8,0,1291,6154732,251782689291,2019-10-02T01:50:29.510,314
T8EJWAPH014,-1974368546,11,0,547,6154732,251782689291,2019-10-02T01:49:16.793,9
T8EJWTBJ014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:49:17.370,5
T8EJY3AU014,-1942809909,11,0,909,6154732,251782689291,2019-10-02T01:49:18.497,4
T8EJY10S014,-482849151,11,1,1205,3820422,85971353635,2019-10-02T01:49:23.323,158
T8EJY796014,-313593398,1,0,1504,1335343,180315393294,2019-10-02T01:50:51.080,166
T8EJYSG0014,-917303931,8,0,108,0,123456,2019-10-02T01:49:19.060,1
T8EJZZAH014,706078276,11,1,15,3820422,85971353635,2019-10-02T01:49:19.590,15
T8EJZ7A0014,-2058743763,11,0,194,6154732,251782689291,2019-10-02T02:31:30.763,6
T8EK0A8K014,33214145,8,0,1000,779763,270748224244,2019-10-02T01:49:23.903,12
T8EK1FMH014,1663314565,1,2,227,3820422,85971353635,2019-10-02T02:06:16.900,1155
T8EK19UV014,-690783739,8,0,1680,0,123456,2019-10-02T01:49:22.217,6
T8EK3010014,628959351,8,0,513,0,123456,2019-10-02T01:49:23.920,2
T8EK4MM1014,-85168226,1,0,6926,6154732,251782689291,2019-10-02T01:49:24.967,30
T8EK5313004,907611778,8,0,1287,6154732,251782689291,2019-10-02T01:50:29.523,313
T8EK5VZF014,1191100107,11,0,780,6154732,251782689291,2019-10-02T01:49:26.043,2
T8EK519A004,907611778,1,2,1287,3820422,85971353635,2019-10-02T01:50:29.540,134
T8EK8EY3014,-2054031413,11,1,316,3820422,85971353635,2019-10-02T01:49:28.747,32
T8EK9W19014,-511181889,11,1,670,3820422,85971353635,2019-10-02T02:23:50.220,381
T8EKAXXA004,890834562,11,1,84,3820422,85971353635,2019-10-02T03:35:52.320,125
T8EKAS3H004,907611778,11,1,429,3820422,85971353635,2019-10-02T01:50:45.187,128
T8EKABK1014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:49:30.810,5
T8EKB2FG014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:49:31.340,4
T8EKC27M004,890834562,8,0,625,6154732,251782689291,2019-10-02T03:35:58.040,174
T8EKE95J014,-1345016640,1,0,725,6154732,251782689291,2019-10-02T01:49:36.637,12
T8EKE9KC014,220590538,1,0,313,6154732,251782689291,2019-10-02T01:49:34.980,13
T8EKE8DY014,263799242,11,0,401,6154732,251782689291,2019-10-02T01:49:34.997,3
T8EKFR22014,910871635,11,0,1143,6154732,251782689291,2019-10-02T01:49:35.543,4
T8EKFFM2014,-1497853601,8,0,401,779763,270748224244,2019-10-02T01:49:37.700,19
T8EKF46C014,-24361166,8,0,15233,0,123456,2019-10-02T01:49:36.107,12
T8EKFF49014,-1631231080,11,0,658,6154732,251782689291,2019-10-02T01:49:36.090,6
T8EKFMU4014,437528453,11,0,585,6154732,251782689291,2019-10-02T01:49:40.857,4
T8EKG66D004,890834562,11,1,85,3820422,85971353635,2019-10-02T03:36:26.667,92
T8EKH1N4004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:50:45.203,131
T8EKH5HG014,-697464050,1,2,919,3820422,85971353635,2019-10-02T02:25:24.497,284
T8EKJW06014,314149646,11,0,3800,6154732,251782689291,2019-10-02T01:49:38.230,3
T8EKJ5EP014,16989856,1,0,292,0,123456,2019-10-02T01:49:39.293,13
T8EKJ5V9014,263799242,11,0,401,6154732,251782689291,2019-10-02T01:49:41.920,9
T8EKKN1A004,907611778,8,0,1291,6154732,251782689291,2019-10-02T01:50:51.063,386
T8EKKE7V004,907611778,1,2,1291,3820422,85971353635,2019-10-02T01:50:51.080,160
T8EKKZC2014,-641828724,8,0,1143,874092,2135083061,2019-10-02T01:49:42.967,20
T8EKMTBH014,41096897,11,0,687,6154732,251782689291,2019-10-02T01:49:41.390,3
T8EKPGTT014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:49:42.980,5
T8EKPK7F014,-335996539,11,0,623,6154732,251782689291,2019-10-02T01:49:43.513,8
T8EKRFK0004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:50:51.097,131
T8EKSRKN014,-1735969592,11,1,32,3820422,85971353635,2019-10-02T01:49:44.577,20
T8EKSJ46014,2004819077,11,0,354,6154732,251782689291,2019-10-02T01:49:44.590,4
T8EKTMWP014,-891179938,11,1,291,3820422,85971353635,2019-10-02T01:49:45.640,27
T8EKUKJF014,-595251766,11,0,717,6154732,251782689291,2019-10-02T01:49:46.730,3
T8EKVTJ3014,2130789544,8,0,10589,62073,251782689291,2019-10-02T01:50:08.003,229
T8EKV0N1014,700070806,8,0,674,0,123456,2019-10-02T01:49:47.840,2
T8EKVG0V014,370418774,11,0,900,6154732,251782689291,2019-10-02T01:49:47.840,4
T8EKWEV3014,-1645942140,11,0,4785,6154732,251782689291,2019-10-02T01:49:48.903,41
T8EKX9U5014,104533890,1,0,10110,62073,251782689291,2019-10-02T03:45:57.520,650
T8EKZSKT014,404920969,11,0,367,6154732,251782689291,2019-10-02T01:49:54.263,4
T8EKZCG1014,206572694,1,0,40,6154732,251782689291,2019-10-02T01:49:54.247,5
T8EKZ039014,-1725110381,11,0,206,62063,251782689291,2019-10-02T05:15:02.157,11
T8EM1S9P014,465267666,8,0,1799,779763,270748224244,2019-10-02T01:49:57.423,10
T8EM1ZT4014,-917303931,11,0,108,6154732,251782689291,2019-10-02T01:49:54.280,3
T8EM25J4014,-1633328010,8,0,1466,779763,270748224244,2019-10-02T01:49:58.520,11
T8EM390B014,123681482,1,0,22,0,123456,2019-10-02T01:49:55.843,6
T8EM3UDT014,2130789544,8,0,10913,62073,251782689291,2019-10-02T01:50:22.693,279
T8EM44CC014,-1741655156,11,1,500,3820422,85971353635,2019-10-02T01:49:59.630,9
T8EM4DGA014,433004391,1,0,655,6154732,251782689291,2019-10-02T01:49:59.630,8
T8EM5ZZX014,518246819,11,0,111,6154732,251782689291,2019-10-02T01:50:00.207,9
T8EM6WVN014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:49:58.533,5
T8EM6ZVT014,-402929766,1,0,17,6154732,251782689291,2019-10-02T01:50:01.283,7
T8EM7Z9T014,-1743183823,8,0,940,6154732,251782689291,2019-10-02T01:50:00.220,37
T8EM8HZ9014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:50:00.220,6
T8EM84RV014,1124953993,11,0,780,6154732,251782689291,2019-10-02T01:50:01.300,4
T8EM9X1F014,-125684094,8,0,449,1335343,180315393294,2019-10-02T01:50:01.317,6
T8EMA08G014,1319554459,11,0,478,6154732,251782689291,2019-10-02T01:50:02.393,9
T8EMB0ZT014,-482849151,11,1,359,3820422,85971353635,2019-10-02T01:50:07.893,80
T8EMDJ7T014,301184459,8,0,1522,779763,270748224244,2019-10-02T01:50:08.660,11
T8EMDSK3014,-172023350,8,0,728,1335343,180315393294,2019-10-02T01:50:06.067,3
T8EMGJ5S014,-96916302,11,0,590,6154732,251782689291,2019-10-02T01:50:09.283,3
T8EMM8NJ014,314149646,11,0,5891,6154732,251782689291,2019-10-02T01:50:12.457,4
T8EMM10E014,-1901914678,1,0,22,6154732,251782689291,2019-10-02T01:50:13.033,10
T8EMM60X014,2119585234,8,0,1089,1536283,23135365657,2019-10-02T01:50:13.033,9
T8EMPRN1014,1188880330,8,0,150,779763,270748224244,2019-10-02T01:50:17.910,11
T8EMRMBS014,-690783739,8,0,1680,0,123456,2019-10-02T01:50:15.630,7
T8EMR91H014,246684874,8,0,482,1335343,180315393294,2019-10-02T01:50:21.363,4
T8EMSBHN014,1668425847,11,0,513,6154732,251782689291,2019-10-02T01:50:17.300,3
T8EMTP60014,746825110,11,1,270,3820422,85971353635,2019-10-02T02:14:54.180,989
T8EMTBSE014,461524102,11,0,528,6154732,251782689291,2019-10-02T01:50:21.380,11
T8EMUJP8014,-353984398,1,0,498,62063,251782689291,2019-10-02T01:50:22.600,221
T8EMV04E014,63919763,1,0,546,0,123456,2019-10-02T01:50:19.990,3
T8EMWE8E014,-595251766,11,0,717,6154732,251782689291,2019-10-02T01:50:20.613,5
T8EMW1VC014,1001776795,11,0,2334,6154732,251782689291,2019-10-02T01:50:21.427,4
T8EMYSGE014,1842272672,1,2,963,3820422,85971353635,2019-10-02T02:08:17.037,759
T8EMY9BW014,-651022192,11,1,502,3820422,85971353635,2019-10-02T01:50:29.493,55
T8EN09VZ014,358470970,2,1,351,93593,12472129,2019-10-02T01:50:24.317,7
T8EN0EVH014,358470970,11,1,351,3820422,85971353635,2019-10-02T01:50:29.510,69
T8EN2VT6014,1283296374,11,0,120,6154732,251782689291,2019-10-02T01:50:31.183,5
T8EN48MR014,1410262739,8,0,115,779763,270748224244,2019-10-02T01:50:31.183,10
T8EN5N4Z014,1273302405,11,1,109,3820422,85971353635,2019-10-02T01:50:30.090,26
T8EN6RF2014,536336355,11,1,1039,3820422,85971353635,2019-10-02T01:50:30.620,43
T8EN6BK9014,1100848788,11,1,305,3820422,85971353635,2019-10-02T01:50:33.357,11
T8EN6APH014,-642286126,11,0,7068,6154732,251782689291,2019-10-02T01:50:31.197,6
T8EN7DNB014,-544575037,11,0,292,62063,251782689291,2019-10-02T02:12:11.713,12
T8EN8GPW014,-515935092,8,0,951,0,123456,2019-10-02T01:50:32.793,2
