RID,f_ipv4,service_type,program,length_bp,dbid,dbsize_bp,started_at,run_time
T88J1D9U014,1393190530,8,0,2593,779763,270748224244,2019-10-02T00:06:28.100,8
T88J10ZA014,-1497853601,8,0,201,779763,270748224244,2019-10-02T00:06:29.210,10
T88J3KB6014,-153672097,1,0,440,6154732,251782689291,2019-10-02T02:20:13.197,857
T88J4M5S014,406888582,8,0,567,0,123456,2019-10-02T00:06:28.663,2
T88J4DVC014,2076580455,8,0,282,0,123456,2019-10-02T00:06:29.223,5
T88J6CWA014,-121581410,11,0,446,6154732,251782689291,2019-10-02T00:06:30.850,4
T88J7U3J014,1131505238,8,0,310,0,123456,2019-10-02T00:06:31.960,3
T88J8TAN014,1393190530,8,0,2593,779763,270748224244,2019-10-02T00:06:35.257,19
T88J8ZA1014,-1416169417,8,0,731,0,123456,2019-10-02T00:06:33.007,1
T88JA8ZA014,338926341,8,0,440723,3820172,2869914396,2019-10-02T00:06:35.270,82
T88JDKFT014,-1682726993,1,0,298,6154732,251782689291,2019-10-02T00:06:37.413,8
T88JEEDX014,-2103696722,1,0,2592,6154732,251782689291,2019-10-02T00:06:57.807,177
T88JED4C014,-1730300322,8,0,622,0,123456,2019-10-02T00:06:39.490,4
T88JF6WF014,-1272230597,11,0,522,6154732,251782689291,2019-10-02T00:06:40.037,2
T88JFS7H014,-369566301,8,0,7124,0,123456,2019-10-02T00:06:40.053,1
T88JG36V014,166715196,8,0,843,0,123456,2019-10-02T00:06:40.617,2
T88JGZ41014,1756057147,11,1,31,3820422,85971353635,2019-10-02T00:06:43.320,10
T88JGSRF014,-1501103413,11,0,617,6154732,251782689291,2019-10-02T00:06:40.600,5
T88JGMEA014,404491906,11,1,232,3820422,85971353635,2019-10-02T00:06:43.303,9
T88JG984004,-1374155134,11,1,28,3820422,85971353635,2019-10-02T00:06:41.193,92
T88JG7VJ004,-1374155134,11,1,90,3820422,85971353635,2019-10-02T00:06:53.977,98
T88JG46F004,890834562,8,0,407,93623,561692980667,2019-10-02T00:55:56.080,85
T88JJSAH014,-954857851,8,0,1228,779763,270748224244,2019-10-02T00:06:45.443,11
T88JJH2E004,-1374155134,8,0,371,6154732,251782689291,2019-10-02T00:06:53.990,93
T88JKJP1004,-1374155134,8,0,371,93623,561692980667,2019-10-02T00:06:54.007,58
T88JMZ4V014,1131505238,8,0,127,0,123456,2019-10-02T00:06:44.380,2
T88JM1HR014,1639509453,22,0,1847,0,123456,2019-10-02T00:06:44.913,4
T88JM7C3014,-369566301,8,0,3806,0,123456,2019-10-02T00:06:44.380,5
T88JMHT0004,890834562,8,0,407,6154732,251782689291,2019-10-02T00:56:04.220,161
T88JNUJZ004,890834562,1,2,407,3820422,85971353635,2019-10-02T00:56:04.267,98
T88JNR56014,-153672097,1,0,440,6154732,251782689291,2019-10-02T02:26:09.397,1036
T88JNKTY004,890834562,8,0,407,93623,561692980667,2019-10-02T00:56:20.843,101
T88JP0WF014,2130789544,8,0,10395,62073,251782689291,2019-10-02T00:06:57.807,174
T88JPYPP014,-650460866,1,2,780,3820422,85971353635,2019-10-02T00:19:18.653,310
T88JP4UZ014,213831862,1,0,25,6154732,251782689291,2019-10-02T00:06:47.007,11
T88JRHRH014,342408650,11,1,638,3820422,85971353635,2019-10-02T00:06:49.757,9
T88JRGRP004,-1374155134,11,1,28,3820422,85971353635,2019-10-02T00:06:54.007,153
T88JRBTE014,-1013656675,1,0,1225,0,123456,2019-10-02T00:06:47.570,5
T88JSYYH014,1946221184,1,0,1197,6154732,251782689291,2019-10-02T00:07:56.850,123
T88JSKMT014,1271464837,11,1,62,3820422,85971353635,2019-10-02T00:06:49.180,24
T88JTA1Z004,-1374155134,8,0,371,6154732,251782689291,2019-10-02T00:06:57.760,136
T88JT9GW004,-1374155134,1,2,371,3820422,85971353635,2019-10-02T00:06:57.777,214
T88JT3G4004,890834562,1,2,407,3820422,85971353635,2019-10-02T00:56:30.597,101
T88JTTJT014,895764338,1,0,25,0,123456,2019-10-02T00:06:49.773,7
T88JT01U004,890834562,8,0,407,93623,561692980667,2019-10-02T00:56:30.627,331
T88JU7PN014,-650460866,1,2,1176,3820422,85971353635,2019-10-02T00:19:45.843,389
T88JXPK2004,-1374155134,11,1,28,3820422,85971353635,2019-10-02T00:06:57.790,215
T88JYKC0014,-121581410,11,0,1166,6154732,251782689291,2019-10-02T00:06:54.553,4
T88JYEAK004,890834562,8,0,407,93623,561692980667,2019-10-02T00:56:33.817,341
T88JY0AY014,2130789544,8,0,10280,62073,251782689291,2019-10-02T00:08:05.223,176
T88K0MV2014,1834406773,8,0,273,0,123456,2019-10-02T00:06:56.133,1
T88K43UV014,1759976086,1,0,300,6154732,251782689291,2019-10-02T00:07:00.980,32
T88K4U72014,-1,8,0,1812,779763,270748224244,2019-10-02T00:07:03.637,12
T88K56B4014,104533890,1,0,10132,62073,251782689291,2019-10-02T02:02:52.120,687
T88K6YXC014,-79141992,8,0,600,0,123456,2019-10-02T00:07:02.527,2
T88K7C3H014,801755555,11,0,111,6154732,251782689291,2019-10-02T00:07:07.057,9
T88K9Y0E014,-434046784,11,0,133,6154732,251782689291,2019-10-02T00:07:05.900,4
T88K963B014,404491906,1,2,1073,3820422,85971353635,2019-10-02T00:07:06.450,122
T88KBK0S014,-1682726993,1,0,336,6154732,251782689291,2019-10-02T00:07:07.637,19
T88KCEHM014,-961126221,8,0,299,0,123456,2019-10-02T00:07:08.730,9
T88KCEHZ014,-1,8,0,1086,62073,251782689291,2019-10-02T00:07:11.950,8
T88KDPEN014,1191100107,1,2,555,3820422,85971353635,2019-10-02T00:07:09.843,58
T88KFHTG014,1177024871,11,0,664,6154732,251782689291,2019-10-02T00:07:11.967,10
T88KGV9Z014,-2016590287,11,1,1398,3820422,85971353635,2019-10-02T00:07:13.013,61
T88KHHZP014,1063578045,11,0,50,6154732,251782689291,2019-10-02T00:07:13.560,3
T88KHM12014,-393561051,11,0,431,62063,251782689291,2019-10-02T01:52:03.747,24
T88KJJCP014,-393561051,11,0,431,62063,251782689291,2019-10-02T01:55:13.530,21
T88KJ3PJ014,1235873412,8,0,738,1335343,180315393294,2019-10-02T00:07:14.640,21
T88KJHGJ014,346925973,11,0,1214,6154732,251782689291,2019-10-02T00:07:14.640,55
T88KJ8WS014,-393561051,11,0,431,62063,251782689291,2019-10-02T01:55:25.670,23
T88KJJEP014,-1743393452,11,1,2920,3820422,85971353635,2019-10-02T00:07:15.170,73
T88KJ35Y014,-1725110381,11,0,197,62063,251782689291,2019-10-02T02:33:36.167,9
T88KK3JB014,928486109,8,0,729,0,123456,2019-10-02T00:07:15.717,2
T88KK22X014,2130789544,8,0,10370,62073,251782689291,2019-10-02T00:08:05.240,264
T88KM5H7014,-393561051,11,0,431,62063,251782689291,2019-10-02T01:56:21.177,16
T88KMV59014,104533890,1,0,10058,62073,251782689291,2019-10-02T02:07:44.453,1004
T88KPXVB014,1616449693,11,0,7238,6154732,251782689291,2019-10-02T00:07:18.907,72
T88KRXRY014,1515846859,1,0,649,6154732,251782689291,2019-10-02T00:07:19.470,107
T88KR6NY014,65920368,1,0,25,6154732,251782689291,2019-10-02T00:07:19.453,35
T88KSDGD014,1191100107,1,0,615,6154732,251782689291,2019-10-02T00:07:56.787,36
T88KSJ3E014,859486930,8,0,599,1335343,180315393294,2019-10-02T00:07:21.080,21
T88KSBWN014,-1142560124,8,0,4785,0,123456,2019-10-02T00:07:21.063,2
T88KTF7H014,-1272230597,11,0,522,6154732,251782689291,2019-10-02T00:07:24.360,10
T88KVXPZ014,-1637047933,8,0,5346,6409862,251782689291,2019-10-02T00:07:56.803,98
T88KWY74014,318005962,11,0,714,6154732,251782689291,2019-10-02T00:07:24.407,11
T88KWEB7014,1511891364,8,0,1651,6154732,251782689291,2019-10-02T00:07:24.953,62
T88M0NFN014,174652732,11,0,814,6154732,251782689291,2019-10-02T00:07:28.627,10
T88M02YR014,704777019,11,0,969,6154732,251782689291,2019-10-02T00:07:29.190,97
T88M3DW6014,1494611280,1,3,413,6154732,251782689291,2019-10-02T00:20:38.823,465
T88M5VAW014,939882956,1,0,5019,6154732,251782689291,2019-10-02T07:06:47.390,32
T88M7ZT5014,591540795,1,2,276,3820422,85971353635,2019-10-02T00:20:38.840,409
T88MBD7V014,-369566301,8,0,2074,0,123456,2019-10-02T00:07:40.050,2
T88MB1VD014,591540795,8,0,2650,0,123456,2019-10-02T00:07:40.067,3
T88MBTNW014,591540795,1,2,3346,3820422,85971353635,2019-10-02T00:24:59.750,1193
T88MDPFF014,-1416169417,11,1,216,3820422,85971353635,2019-10-02T00:07:44.333,19
T88MDU1Z014,-149857639,11,1,89,3820422,85971353635,2019-10-02T00:07:42.207,28
T88ME35F014,667614646,8,0,1829,0,123456,2019-10-02T00:07:42.207,1
T88MEJM8014,-936932927,11,0,106,6154732,251782689291,2019-10-02T00:07:43.287,3
T88MESW5014,37587726,1,2,1314,3820422,85971353635,2019-10-02T02:09:01.767,797
